Klebsiella | número de entradas: 2459 | date: 2023-05-03 10:44:18.610467
GCA_029909755.1 SAMN33560847
GCF_002278055.1 SAMN07484315
GCF_002269295.1 SAMN07508215
GCF_002269255.1 SAMN06438648
GCF_002243445.1 SAMN07419044
GCF_002240335.1 SAMN04436403
GCF_002240315.1 SAMN04436402
GCF_002240295.1 SAMN04436401
GCF_002216835.1 SAMN07315162
GCF_002211905.1 SAMN07265011
GCF_002209405.1 SAMN07187263
GCF_002202275.1 SAMN04014948
GCF_002202255.1 SAMN04014989
GCF_002202235.1 SAMN04014993
GCF_002202215.1 SAMN04014986
GCF_002202195.1 SAMN04014980
GCF_002197505.1 SAMN04014966
GCF_002197225.1 SAMN04014961
GCF_002192375.1 SAMN04014979
GCF_002192335.1 SAMN04014954
GCF_002192315.1 SAMN04014967
GCF_002180315.1 SAMN04014984
GCF_002180295.1 SAMN04014970
GCF_002180255.1 SAMN04014999
GCF_002180175.1 SAMN04014987
GCF_002180155.1 SAMN04014953
GCF_002180075.1 SAMN04014888
GCF_002163895.1 SAMN06200334
GCF_002156785.1 SAMN06437491
GCF_002156765.1 SAMN06438458
GCF_002156745.1 SAMN06438459
GCF_002156725.1 SAMN06701573
GCF_002116885.1 SAMN04621179
GCF_002113865.1 SAMN04158282
GCF_002090195.1 SAMN06219347
GCF_002072655.1 SAMN04014988
GCF_002056475.1 SAMN04014939
GCF_002056385.1 SAMN04014956
GCF_002055855.1 SAMN04014909
GCF_002055765.1 SAMN04014958
GCF_002009075.1 SAMN04457965
GCF_001989535.1 SAMN05361855
GCF_001989515.1 SAMN05361854
GCF_001989495.1 SAMN05361763
GCF_001885255.2 SAMN05412444
GCF_001970835.1 SAMN03733848
GCF_001969305.1 SAMN04419546
GCF_001956965.1 SAMN05412796
GCF_001952915.1 SAMN04889857
GCF_001952895.1 SAMN04889856
GCF_001952875.1 SAMN04889855
GCF_001952835.1 SAMN06216564
GCF_001936035.1 SAMN03455977
GCF_001922465.1 SAMN04014890
GCF_001913175.1 SAMN05412452
GCF_001908895.1 SAMN05412457
GCF_001908875.1 SAMN05412459
GCF_001908715.1 SAMN03024585
GCF_001908695.1 SAMN05412804
GCF_001908675.1 SAMN05412803
GCF_001908655.1 SAMN05412802
GCF_001908625.1 SAMN05412797
GCF_001908595.1 SAMN05412458
GCF_001908515.1 SAMN03024576
GCF_001902535.1 SAMN03733765
GCF_001902515.1 SAMN05412456
GCF_001902475.1 SAMN06109054
GCF_001902435.1 SAMN05412455
GCF_001902415.1 SAMN05412453
GCF_001902355.1 SAMN05412811
GCF_001902335.1 SAMN05412805
GCF_001902255.1 SAMN03733793
GCF_001902235.1 SAMN06067844
GCF_001902215.1 SAMN06067845
GCF_001902195.1 SAMN06067846
GCF_001596075.2 SAMN04382091
GCF_001870185.1 SAMN03733631
GCF_001870165.1 SAMN03024573
GCF_001855315.1 SAMN03770912
GCF_001753185.1 SAMN05832682
GCF_001746535.1 SAMN04087463
GCF_001741665.1 SAMN04008892
GCF_001741545.1 SAMN04008893
GCF_001721725.1 SAMN04008891
GCF_001709295.1 SAMN04448241
GCF_001709275.1 SAMN04448229
GCF_001708245.1 SAMN05425525
GCF_001708225.1 SAMN05425526
GCF_001705385.1 SAMN05149976
GCF_001704235.1 SAMN04448219
GCF_000812205.2 SAMN03018135
GCF_000828055.2 SAMN01174581
GCF_001676825.1 SAMN05170048
GCF_001675125.1 SAMN03701676
GCF_001663455.1 SAMN03455976
GCF_001663435.1 SAMN03455975
GCF_001663295.1 SAMN03455930
GCF_001663195.1 SAMN05188406
GCF_001648215.1 SAMN03455970
GCF_001646625.1 SAMN04992856
GCF_001644765.1 SAMN04917370
GCF_001456095.3 SAMN04168654
GCF_001456055.3 SAMN04168649
GCF_001611095.1 SAMN04087462
GCF_001611055.1 SAMN04087461
GCF_000276705.2 SAMN02603642
GCF_001571545.2 SAMN03448049
GCF_000364385.3 SAMN02152539
GCF_001530015.1 SAMN04377969
GCF_001529935.1 SAMN04377968
GCF_001521895.1 SAMN04421276
GCF_001482345.1 SAMN04357099
GCF_001456135.1 SAMN03733725
GCF_001455995.1 SAMEA3257677
GCF_000465975.2 SAMN02470575
GCF_000334515.1 SAMEA3138432
GCF_001307175.1 SAMN04044480
GCF_001280925.1 SAMN03955386
GCF_001278905.1 SAMN03945398
GCF_000406765.2 SAMN02141993
GCF_000417265.2 SAMN02141972
GCF_000417225.2 SAMN02141981
GCF_000294365.1 SAMN02603641
GCF_000220485.1 SAMN02603582
GCF_000240185.1 SAMN02602959
GCF_000240325.1 SAMN02603580
GCF_001022295.1 SAMN03733663
GCF_001022235.1 SAMN03024583
GCF_001022175.1 SAMN03024590
GCF_001022115.1 SAMN03733750
GCF_001022035.1 SAMN03024610
GCF_001021995.1 SAMN03733745
GCF_000968155.1 SAMEA3283117
GCF_000215745.1 SAMN02603581
GCF_000814805.1 SAMN03097203
GCF_000814305.1 SAMN03067424
GCF_000813205.1 SAMN03274239
GCF_000785005.1 SAMN02820980
GCF_000784985.1 SAMN02820977
GCF_000784945.1 SAMN02803823
GCF_000775955.1 SAMN02649400
GCF_000775395.1 SAMN02820981
GCF_000775375.1 SAMN02720898
GCF_000764615.1 SAMN02885365
GCF_000742755.1 SAMN02982872
GCF_000739495.1 SAMN02777842
GCF_000733255.1 SAMN03081487
GCF_000281535.2 SAMN01057611
GCF_000724525.1 SAMN02887315
GCF_000717515.1 SAMN02786856
GCF_000714675.1 SAMN02786855
GCF_000714655.1 SAMN02786843
GCA_000714635.1 SAMN02746181
GCF_000281435.2 SAMN01057614
GCF_000695935.1 SAMN02713685
GCF_000632415.1 SAMN03081460
GCF_000598005.1 SAMN03081502
GCF_000597905.1 SAMN03081501
GCF_000025465.1 SAMN02598515
GCF_000512165.1 SAMN02641520
GCF_000474015.1 SAMN02603668
GCF_000019565.1 SAMN02603449
GCF_000016305.1 SAMN02603941
GCF_000009885.1 SAMD00060934
